tweet_no,count,hate_speech,offensive_language,neither,class,tweet
361,3,0,0,3,2,mention we actin like it the th day mention httplink hashtag
362,3,0,3,0,1,mention ill break that lil bitch neck and wont even feel sorry about it savage
363,3,0,3,0,1,mention this is so fucking hot hashtag hashtag hashtag hashtag hashtag httplink love me some kinky scallies
364,3,1,2,0,1,mention yall dumb as nigga be so pressed to have hoe yall weak a fuck a fuck weed over hoe oreo too
365,3,0,3,0,1,mention i can turn yo bitch into a eaterrrrrrrrr
366,3,0,3,0,1,mention i dont trust dese hoe nikki told st where i stay at all my fan screen shot asap we finna come to chiraq and shoot sumn
367,3,0,3,0,1,mention hashtag aye yall ima tryout for the bowling team frfrhashtag tryout passed tho no there two more retard
368,3,0,3,0,1,mention now u got what u want bitch enjoy it httplink now this is a crazy party i would love to attend
369,3,0,0,3,2,mention colored contact in your eye blinder on mine cause i cant see you at all lmao
370,3,0,3,0,1,mention fact mention only the dude with hoe say they dont got hoeshashtag mention
371,3,0,3,0,1,mention im rea start smacking bitch period bluffin at it best
372,3,0,3,0,1,mention life a bitch and then you die thats why we get high cause you neva know when youre gonna go my sister is perfect
373,3,0,3,0,1,mention one of u is on drug and it me but youre still wrong hashtag mention hahahahahahah im a bitch sometimes
374,3,1,2,0,1,mention im feeling pretty fuckin ghetto smh
375,3,0,0,3,2,mention mention mention mention mention swears im hashtag man easily easily behind austin nip
376,3,0,3,0,1,mention this is a true ride or die bitch hashtag httplink what the fuck hahahahah
377,4,0,0,4,2,mention hgwells and charlie chaplin httplink hashtag hashtag
378,3,0,3,0,1,mention all i see is bruno bitch as on my twitter now wtf bruno all that she see drake voice
379,3,0,3,0,1,mention mention im about to cool faggot chill tf is cool nigga
380,3,0,3,0,1,mention mention im so sure bitch frfr tf
381,3,0,3,0,1,mention twitter is not a source of news broadcast you fucking retard it is when nbc abc cnn fox etc are all keeping quiet
382,3,0,3,0,1,mention got a couple bitch saying they know me but ihashtag let the money talk for me hashtag and im like hashtag
383,3,0,3,0,1,mention grudge are for weirdosand bitch
384,3,1,0,2,2,mention i told mariam to but cigarette for her birthday you also called me trash rn
385,3,0,0,3,2,mention mention brownie tonight what kind
386,3,0,3,0,1,mention no text back i dont give a fuck ill text another bitch damn someone is hurt lol
387,6,1,5,0,1,mention ummmmmm okay httplink you got hoe from left to right hashtag do yah thang
388,3,0,3,0,1,mention using ymxb to find the slope of that as
389,3,0,0,3,2,mention fit lad nice gear httplink these scally lad n trainer would get it
390,3,0,3,0,1,mention hell yeah bro httplink fuck yeah sexy scally lad in hot gear
391,3,0,3,0,1,mention helping out a mate httplink i love scally play fuck yeah
392,3,0,2,1,1,mention lad being lad httplink fuck yeah i love scally lad action hot trainer too
393,3,0,3,0,1,mention next year bitch is gonna be like you gotta promise you wont expose me hashtag
394,3,0,3,0,1,mention hashtag so hot rt mention lick it bitch httplink fuck yeah eat that trainer u dirty fucker
395,3,0,3,0,1,mention hashtag yall think celebrity pussy different from the local hashtag yeah meghan good is
396,6,0,2,4,2,mention i saw an ajumma walk out in the beginning saying wow this is so trash that i cant even listen to it hashtag lmaoo
397,3,0,3,0,1,mention need these sox httplink fuck yeah i love a kinky scally lad w rank sox and sneak
398,3,1,2,0,1,mention i dont ever expose female like that thats childish bitch nigga shiiii
399,3,0,3,0,1,mention mention mention yasss try new thing with bestfriend bitch who do you love
400,3,1,0,2,2,mention dude remember this wop video mention httplink omg where did you find that
401,3,0,2,1,1,mention thick raw fuck httplink damn his man pussy is getting a workout
402,3,0,0,3,2,mention rawr rt mention my sexy french scally i love him hashtag httplink sexy scally woof woof
403,3,0,3,0,1,mention nothin in life is free some of you bitch need to write that on ya pantieshashtag
404,3,0,3,0,1,mention mention if one of you bitch want some of my burrito u can catch me at potosino huh haha
405,3,1,2,0,1,mention nigga whole hoe out here cuz couldnt had said it betterhashtag
406,3,0,3,0,1,mention hardcore way to eat mac and cheese  boil water  snort cheese powder  drink boiling water  fuck bitch
407,3,0,3,0,1,mention hashtag if my fade is perpetually fresher than yours thats a real as bitch rite there
408,3,0,3,0,1,mention annoying bitch that i love httplink judyanns so pretty
409,3,0,3,0,1,mention httplink lmao bitch got on some huggies
411,3,0,3,0,1,mention hi bitch no bitch bye bitch httplink
412,3,0,3,0,1,mention doe he look like a bitch mention
413,3,0,3,0,1,mention chase money hashtag not hashtag hoe hashtag hashtaghashtag
414,3,0,3,0,1,mention cant stand a i dont know what i want as nigga hashtag bitch
415,3,0,3,0,1,mention mention mention im on my way httplink love a hashtaghot sexy scally fucker
416,3,1,2,0,1,mention these newly gay bitch dont kno how shit work
417,3,0,3,0,1,mention when a bitch dont want a real job they just become stripper lol lol
418,3,0,3,0,1,mention awww meat meat in his feelinsi ainn n my feeling bitch
419,3,0,2,1,1,mention i want snake bite my industrial piercin a tattoodem hoe accessory dea hashtag
420,3,0,0,3,2,mention baby albino hashtag httplink mention
421,3,0,3,0,1,mention these hoe aint loyal
422,3,1,2,0,1,mention yassssss ordered chinese hashtag bitch you just ate taco you fat fuck
423,3,0,3,0,1,mention i made that bitch lunch mention bitch love lunch
424,6,2,4,0,1,a no brainer but a soon a this bitch get rich in political power her view will change political whore httplink
425,3,0,3,0,1,a pussy a day keep the devil away mention
426,3,0,3,0,1,aint that about a bitch what doe that mean
427,3,0,3,0,1,all these bitch want a baby i dont want no child
428,3,0,2,1,1,and bitch you must be lost hashtag
429,3,0,3,0,1,baby i like being on your left side no bitch you cant be there cuz the street on that side and twitter said i aint real if you do
430,6,0,1,5,2,bae sound like such a ghetto word use something else
431,3,1,2,0,1,batter the wee cunt jewis y co he fucked my ex emma isnt battering the girl ive nailedive moved onstop being a pussy n do it urself
432,3,0,3,0,1,bleed out hoe alexa
433,3,0,3,0,1,boolin in the bando wit a few bitch
434,3,0,0,3,2,brownie for my brownie i love this movie hashtag
435,3,0,3,0,1,but i need a bad bitch thats hotter than me might be the realist shit partynextdoor ever said thats how i be feelin everyday
436,3,1,2,0,1,by the way we do punch bitch
437,3,0,3,0,1,caesar is home rt mention hashtag httplinktheres so much this bitch look like let start with ape shithashtag
438,3,0,1,2,2,chinese maverick we were communicating comrade u know giving the imperialist yank the birdie httplink
439,3,0,3,0,1,dad say hi to my snapchat dad hashtag duce bitch hashtag
440,6,0,5,1,1,do you believe these hoe are not in fact loyal i disagree with that i do believe they are in fact the loyalest bunchthese hoe
441,3,0,3,0,1,dont know no ugly bitch dont know no broke niggasmention
442,3,0,3,0,1,dont make me make you fall in live with a nigga like meee the bird  are my favorite song by weeknd
443,3,2,1,0,0,dont worry about the nigga you see worry about the nigga you dont see dat da nigga fuckin yo bitch
444,3,0,3,0,1,dont you ever give my pussy away you keep it tight alright
445,3,0,3,0,1,dropped a stack cause bitch im on mention song called dope download the mixtape here httplink
446,3,0,3,0,1,dumb bitch do dumb thing
447,3,1,2,0,1,eat the pussy like a real nigga hungry
448,3,1,2,0,1,eff it let go after the cripple httplink
449,3,0,2,1,1,everything look better with a bitch next to it
450,3,0,3,0,1,facto mention who care if you a hoe when your as look like this httplink
451,3,0,3,0,1,for every bad bitch there is a nigga tired of fucking her
452,3,0,3,0,1,foreign chick no lie man that bitch beautiful
453,3,1,2,0,1,fresh nigga so you kno i need a clean bitch who kno im working cuz i wanna see my team rich httplink
454,3,0,3,0,1,fuck  i make my own rule suck my dragon ball bitch call me goku
455,3,0,0,3,2,generate ascii box with nodejs all i see is the ability to bring flappybird in node via ascii tube and bird httplink
456,3,0,3,0,1,get me that shit bitch you is fine bear
457,3,1,2,0,1,get your as back to detroit ya fuckin wigger
458,3,0,3,0,1,girl that i dated it okay i aint mad yo unless you stabbed me in the heart no love hoe
460,3,0,3,0,1,how do you know my twitter password bitch please
461,3,0,3,0,1,have you seen my show have you seen my hoe if i wasnt hot would they be so thick
462,3,0,3,0,1,he a bitch for hitting that hoe hashtag
463,3,1,2,0,1,he married to a white woman lucky sumbitch uncle ruckus
464,3,0,2,1,1,he wanna be my nigga but im just trinna be his saving account hashtag hashtag omg imma funny as bitch man but thats real shit hashtag
465,3,0,3,0,1,her great grandma a hoeher grandma a hoeher mom and a hoe and shes a hoe it a long line of hoe grandpa carl everyone
466,3,3,0,0,0,hey go look at that video of the man that found the kidnapped girl in ohiowhat a nigger hashtag
467,3,0,3,0,1,hey pussy you still there
468,6,0,2,4,2,how about we draft all those gungho folk and send them to afghanistan or other war zone so they can show their httplink
469,3,0,3,0,1,how hotter than is it a bitch
470,3,0,3,0,1,how u talking to hoe bout bro n em why you talking to hoe bout bro n em
471,3,0,3,0,1,how you doing crazy bitch is hilarious
473,3,1,2,0,1,i know my shoe dirty a fuck whatever bitch you dont have to call like negro one of the first thing they look at is shoe dog
474,3,0,0,3,2,i am a thrill billywith a hillbilly heart mention hahahahaha jesus murphy
475,3,0,3,0,1,i call him my bitch mention
476,3,0,3,0,1,i cant handle no liquor but these bitch cant handle meeedd chief sosa
477,3,0,3,0,1,i dont chase after dude i chase after bitch edgar bautista
478,3,0,2,1,1,i dont love these hoe baby it me and you forever
479,3,0,3,0,1,i dont even need a picture of tamar that bitch is beat in every picturehashtag
480,3,0,3,0,1,i dont have hoe hashtag
481,3,0,1,2,2,i found a new way to chug you have to open your mouth alot hashtag
482,3,0,3,0,1,i fucking hate that bitch so much i wanna smack her in the face then tongue kiss her
483,3,0,3,0,1,i got a bitch set it off like jada picketqueen latifah you riding round with your niece bitch you titi
484,3,0,3,0,1,i got a sister she told me stop calling woman bitch
485,3,0,3,0,1,i guess this is the night bitch die stewie is that nigga
486,3,0,3,0,1,i had a bitch that had a bitch had the bitch eating halibut mention hashtag hashtag hashtag
487,3,0,3,0,1,i have this ladylove shes married but i still wanna bang her she wont have sex with me what a bitch a troubadour probably
488,3,0,3,0,1,i heard you wa looking for candy man bitch
489,3,0,3,0,1,i hope you dont get mad lady i only call you bitch bitch bc i dont know your name individually katt williams mention
490,3,0,3,0,1,i just got a number  im a bitch boy
491,3,0,3,0,1,i know that shit eatin grin you either just fucked the girl of your dream or you sold a car we know youre a faggot whatd you sellhashtag
492,3,0,3,0,1,i only be with older men cause theyre more mature that supposed to fool u bitch
493,6,0,6,0,1,i prolly leave up out this bitch with my cup in my hand and yo hand in my other hand
494,3,0,3,0,1,i said i dont like it it taste like wolf pussy what how do you even know what that taste like
495,3,0,3,0,1,i taught myself how to eat pussy and cut my own hair i taught myself how to eat pussy hairhashtag name the movie hashtag
496,3,0,3,0,1,i used to dress up like a cop too oh really yeahright after mad pussy really yesill never forget
497,3,0,3,0,1,i went to jail for a flock came home wit a strike you went to jail a a bitch came home a a dike mention
498,3,0,3,0,1,i will fuck u where u stand u dizzy bitch two unique separate phrase i overheard a relative saying when i wa younger
499,3,0,3,0,1,i woke up like thi bitch go back to bed
500,3,0,3,0,1,i would rather you call me bitch than sir my manager
501,3,0,3,0,1,ill beat on that pussy so hard
502,3,0,1,2,2,ill slit your throatneck httplink
503,3,1,2,0,1,im a funky as honkey mention s shout out to mention tonight before cabaret hashtag hashtag
504,3,1,2,0,1,im comparing kfc to the pussy mention
505,3,0,3,0,1,im downloading you a new personality and ordering you a new face you bitch i love you goddamn it axl rose yelling at his sex robot
506,3,0,3,0,1,im feelin like malcolm in the middle these bitch surround me they cant miss em
507,3,0,3,0,1,im gonna piss on your dimple mention stop wasting prayer on trash team lol
508,3,0,3,0,1,im probably your main bitch chocolate dipped cinnamon apple
509,3,0,3,0,1,im sick of his shit man mention sit his bitch as im fed up bro rt mention geno threw yet another pick smh
510,3,1,2,0,1,im sorry i fucked yo bitch but she really dig a nigga mention
511,3,0,3,0,1,ibs irritable bitch syndrome
513,3,0,3,0,1,if you love her then hide yo bitch so youll keep shorty mention
514,3,0,3,0,1,if you talk back to me you aint getting no pussy me httplink
